nivel,path,titulo,detalle,responsables
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 56,"Lavalle 1638, 4° P, al lado del ascensor (C1048AAN) | Ciudad Autónoma de Buenos Aires | 2205-8042 | jncrimcorr56@pjn.gov.ar / jncrimcorr56.admin@pjn.gov.ar","Nombre: Dr. Litvack, Alejandro | Cargo: Juez | Tel: Dr. Litvack, Alejandro | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 56,SECRETARÍA NRO. 56,"Lavalle 1638, 5° P., mitad de pasillo (C1048AAN) | Ciudad Autónoma de Buenos Aires | 2205-8050 /8052 /8039 / 4374-8920 /8905 | jncrimcorr56.sec56@pjn.gov.ar","Nombre: Dr. Torres, Ariel Hernan | Cargo: Secretario | Tel: Dr. Torres, Ariel Hernan | Email: jncrimcorr56.sec56@pjn.gov.ar | Teléfono: 42205-8049 int. 58049 | Email: jncrimcorr56.sec56@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Interino; Nombre: Dr. Rojas, Isidro Omar | Cargo: Secretario | Tel: Dr. Rojas, Isidro Omar | Email: jncrimcorr56.sec56@pjn.gov.ar | Teléfono: 2205-8037/38 int. 5803738 | Email: jncrimcorr56.sec56@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 57,"Lavalle 1638, 1/2 piso (C1048AAN) | Ciudad Autónoma de Buenos Aires | 2205-8017 / 2205-8001 | jncrimcorr57@pjn.gov.ar","Nombre: Dra. Galletti, María Fabiana | Cargo: Juez | Tel: Dra. Galletti, María Fabiana | Email:  | Teléfono: 2205-8022 int 58022 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 57,SECRETARÍA NRO. 61,"Lavalle 1638, 2° P (C1048AAN) | Ciudad Autónoma de Buenos Aires | 2205-8017 int. 58017 - 2205-8001 int. 58001 (ex Sec. 63) | jncrimcorr57.sec61@pjn.gov.ar","Nombre: Dr. Vazquez, Osvaldo Gonzalo | Cargo: Secretario | Tel: Dr. Vazquez, Osvaldo Gonzalo | Email:  | Teléfono: 2205-8017/18 int. 58017/58018 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Paez, Lorena Alejandra | Cargo: Secretario | Tel: Dra. Paez, Lorena Alejandra | Email:  | Teléfono: 2205-8001 int. 58001 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 58,"Juncal 941, 3° P. (C1062ABG) | Ciudad Autónoma de Buenos Aires | 4322-1346 / 4327-0694/ 0253 / 4328-9892 | jncrimcorr58@pjn.gov.ar / jncrimcorr58.admin@pjn.gov.ar","Nombre: Dr. Bruniard, Carlos Manuel | Cargo: Juez Subrogante | Tel: Dr. Bruniard, Carlos Manuel | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 58,SECRETARÍA NRO. 64,"Juncal 941, 3° P. (C1062ABG) | Ciudad Autónoma de Buenos Aires | 4322-1346 / 4327-0694 /0253 / 4328-9892 (Fax 4327-0694) | jncrimcorr58.sec64@pjn.gov.ar","Nombre: Dr. Zielli, Juan Patricio | Cargo: Secretario | Tel: Dr. Zielli, Juan Patricio | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Neuville, María de los Ángeles | Cargo: Secretario | Tel: Dra. Neuville, María de los Ángeles | Email: jncrimcorr58.sec64@pjn.gov.ar | Teléfono: 4327-0253 / 4327-0280 | Email: jncrimcorr58.sec64@pjn.gov.ar | Cargo: Secretario | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 59,"Lavalle 1638, 5° P (C1048AAN) | Ciudad Autónoma de Buenos Aires | 2205-8059 /60 | jncrimcorr59@pjn.gov.ar","Nombre: Dr. Iturralde, Mariano | Cargo: Juez Subrogante | Tel: Dr. Iturralde, Mariano | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 59,SECRETARÍA NRO. 74,"Lavalle 1638, 6° y 7° P. (C1048AAN) | Ciudad Autónoma de Buenos Aires | 2205-8069 /70 /71 /72 /77 /78 /79 /80 | jncrimcorr59.sec74@pjn.gov.ar","Nombre: Dra. Vites, Sandra Cristina | Cargo: Secretario | Tel: Dra. Vites, Sandra Cristina | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 60,"Av. De Los Inmigrantes 1950, 3° P Puerta 330 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6333 /6332 | jncrimcorr60@pjn.gov.ar / jncrimcorr60.admin@pjn.gov.ar","Nombre: Dr. Bignone, Santiago Carlos | Cargo: Juez Subrogante | Tel: Dr. Bignone, Santiago Carlos | Email: jncrimcorr39@pjn.gov.ar, | Teléfono:  | Email: jncrimcorr39@pjn.gov.ar, | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 60,SECRETARÍA NRO. 71,"Av. De Los Inmigrantes 1950, 3° P Puerta 330 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6332 /33 /23 /25 /6211 Cel: 117020-2460 | jncrimcorr60.sec71@pjn.gov.ar","Nombre: Dr. Antelo, José Luis | Cargo: Secretario | Tel: Dr. Antelo, José Luis | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Guerra, Romina Ayelén | Cargo: Secretario | Tel: Dra. Guerra, Romina Ayelén | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 61,"Av. De Los Inmigrantes 1950, 3° P Puerta 320 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6347 /8 /9 y 4130-6330 - Urgencias fuera de horario y día hábil 116512-8999 / 114889-7507 (Fax 4130-6328) | jncrimcorr61@pjn.gov.ar","Nombre: Dr. Rabbione, Edmundo | Cargo: Juez | Tel: Dr. Rabbione, Edmundo | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 61,SECRETARÍA NRO. 77,"Av. De Los Inmigrantes 1950, 3° P Puerta 311 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6329 /6330 /6331 /6349 / 6346 | jncrimcorr61.sec77@pjn.gov.ar","Nombre: Dra. Mánico, Silvana Belén | Cargo: Secretario | Tel: Dra. Mánico, Silvana Belén | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 62,"Av. De Los Inmigrantes 1950, piso 3°, oficina 356 /358 /346 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6337 /6338 /6339 /6538 /6535 | jncrimcorr62@pjn.gov.ar","Nombre: Dr. Bonanno, Darío Osvaldo | Cargo: Juez Subrogante | Tel: Dr. Bonanno, Darío Osvaldo | Email: jninstruccion33@pjn.gov.ar | Teléfono: 4371-7763/2829 | Email: jninstruccion33@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 62,SECRETARÍA NRO. 79,"Av. De Los Inmigrantes 1950, 3° P oficina 356/358/346 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6337 /6338 /6339 /6538 /6535 | jncrimcorr62.sec79@pjn.gov.ar","Nombre: Dr. Rico, Eduardo Manuel | Cargo: Secretario | Tel: Dr. Rico, Eduardo Manuel | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Petrecca, Juan Pablo | Cargo: Secretario | Tel: Dr. Petrecca, Juan Pablo | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 63,"Av. De Los Inmigrantes 1950, 3° P Puerta 342 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6341 / 42 | jncrimcorr63@pjn.gov.ar / jncrimcorr63.admin@pjn.gov.ar","Nombre: Dra. Peluffo, Vanesa Alejandra | Cargo: Juez | Tel: Dra. Peluffo, Vanesa Alejandra | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 63,SECRETARÍA NRO. 81,"Av. De Los Inmigrantes 1950, 3° P Puerta 336 (C1104ADO) | Ciudad Autónoma de Buenos Aires | 4130-6343 / 6351 | jncrimcorr63.sec81@pjn.gov.ar","Nombre: Dra. Doorn, Lucía | Cargo: Secretario | Tel: Dra. Doorn, Lucía | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Polverini, Jorge Horacio | Cargo: Secretario | Tel: Dr. Polverini, Jorge Horacio | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 1 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso Of. 6113 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-0664/9966 | tocriminal1@pjn.gov.ar","Nombre: Dr. Luis Roberto José, Salas | Cargo: Presidente | Tel: Dr. Luis Roberto José, Salas | Email:  | Teléfono: 4371-2003/9966 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Ramirez, Fernando Ramon | Cargo: Vocal | Tel: Dr. Ramirez, Fernando Ramon | Email:  | Teléfono: 4371-2165/9174 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Cicconi, Sabrina | Cargo: Secretario | Tel: Dra. Cicconi, Sabrina | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Fernández Funes, María Constanza | Cargo: Secretario | Tel: Dra. Fernández Funes, María Constanza | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 2 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-5234 | tocriminal2@pjn.gov.ar","Nombre: Dra. Monferrer, Analía S. | Cargo: Presidenta | Tel: Dra. Monferrer, Analía S. | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Grangeat, Juan Manuel | Cargo: Juez | Tel: Dr. Grangeat, Juan Manuel | Email: juan.grangeat@pjn.gov.ar | Teléfono: 4032-7171 | Email: juan.grangeat@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Laufer, Pablo | Cargo: Juez Subrogante | Tel: Dr. Laufer, Pablo | Email: pablo.laufer@pjn.gov.ar | Teléfono: 4124 0929/31/36/37/47 | Email: pablo.laufer@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Gordillo Torres, Juan Manuel | Cargo: Secretario | Tel: Dr. Gordillo Torres, Juan Manuel | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Mongelo, Juan Martin | Cargo: Secretario | Tel: Dr. Mongelo, Juan Martin | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Guerrero, Francisco | Cargo: Secretario | Tel: Dr. Guerrero, Francisco | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 3 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso of. 6073 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-1582/4843 | tocriminal3@pjn.gov.ar","Nombre: Dr. Rofrano, Gustavo Jorge | Cargo: Presidente | Tel: Dr. Rofrano, Gustavo Jorge | Email:  | Teléfono: 4372-1582/4843 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Valle, Gustavo Pablo | Cargo: Vocal | Tel: Dr. Valle, Gustavo Pablo | Email:  | Teléfono: 4372-1582/4843 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Marrollo, Alejandro Ezequiel | Cargo: Secretario de Cámara | Tel: Dr. Marrollo, Alejandro Ezequiel | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 4 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso oficina 6115 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-2119/2123 | tocriminal4@pjn.gov.ar","Nombre: Dr. Laufer, Pablo | Cargo: Presidente | Tel: Dr. Laufer, Pablo | Email: pablo.laufer@pjn.gov.ar | Teléfono: 4124 0929/31/36/37/47 | Email: pablo.laufer@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Baez, Julio César | Cargo: Vocal | Tel: Dr. Baez, Julio César | Email: julio.baez@pjn.gov.ar | Teléfono: 4371-2123/2119 | Email: julio.baez@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Bloch, Ivana Verónica | Cargo: Vocal | Tel: Dra. Bloch, Ivana Verónica | Email: ivana.bloch@pjn.gov.ar | Teléfono: 4371-2123/2119 | Email: ivana.bloch@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Iriarte, Ignacio Fabián | Cargo: Secretario | Tel: Dr. Iriarte, Ignacio Fabián | Email: ignacio.iriarte@pjn.gov.ar | Teléfono:  | Email: ignacio.iriarte@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Di Nesta, Fabián | Cargo: Secretario | Tel: Dr. Di Nesta, Fabián | Email: fabian.di-nesta@pjn.gov.ar | Teléfono:  | Email: fabian.di-nesta@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 5 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso Of. 6130 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3665/4372-9266 | tocriminal5@pjn.gov.ar","Nombre: Dra. Oberlander, Cinthia Raquel | Cargo: Presidenta | Tel: Dra. Oberlander, Cinthia Raquel | Email:  | Teléfono: 4372-7126 // 4370-4932 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Perez Lance, Adrian Augusto | Cargo: Vocal | Tel: Dr. Perez Lance, Adrian Augusto | Email:  | Teléfono: 4371-3665/4372-9266 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Grangeat, Juan Manuel | Cargo: Vocal | Tel: Dr. Grangeat, Juan Manuel | Email: juan.grangeat@pjn.gov.ar | Teléfono: 4032-7171 | Email: juan.grangeat@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Glineur, Mariana Elsa | Cargo: Secretario | Tel: Dra. Glineur, Mariana Elsa | Email:  | Teléfono: 4372-9266/3665 | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Sr. Olazagoitía, Patricio | Cargo: Secretario | Tel: Sr. Olazagoitía, Patricio | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dra. Rodriguez, Andrea | Cargo: Secretario | Tel: Dra. Rodriguez, Andrea | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Ad honorem"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 7 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso of. 6134 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-2594/4-371-4795 | tocriminal7@pjn.gov.ar","Nombre: Dr. Alterini, Gustavo Javier | Cargo: Presidente | Tel: Dr. Alterini, Gustavo Javier | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Vega, Gabriel | Cargo: Vocal | Tel: Dr. Vega, Gabriel | Email:  | Teléfono: 4372-2594/4-371-4795 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Rofrano, Gustavo Jorge | Cargo: Vocal | Tel: Dr. Rofrano, Gustavo Jorge | Email:  | Teléfono: 4372-1582/4843 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Cassani, María Belén | Cargo: Secretario | Tel: Dra. Cassani, María Belén | Email: tocriminal7@pjn.gov.ar | Teléfono: 4372-2594/4-371-4795 | Email: tocriminal7@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Contratado"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 8 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4373-0125 / 4371-8748 | tocriminal8@pjn.gov.ar","Nombre: Dr. Sañudo, Alfredo Alejandro | Cargo: Presidente | Tel: Dr. Sañudo, Alfredo Alejandro | Email:  | Teléfono: 4373-0125 / 4371-8748 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Rofrano, Gustavo Jorge | Cargo: Juez Subrogante | Tel: Dr. Rofrano, Gustavo Jorge | Email:  | Teléfono: 4372-1582/4843 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Anzoategui, Javier | Cargo: Vocal | Tel: Dr. Anzoategui, Javier | Email:  | Teléfono: 4032-7303 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Cano Frers, Josefina | Cargo: Secretario | Tel: Dra. Cano Frers, Josefina | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dr. Mihura Gradin, Sixto | Cargo: Secretario | Tel: Dr. Mihura Gradin, Sixto | Email:  | Teléfono: 4373-0125 / 4371-8748 | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL NRO. 9 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso of 6116 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-2165/9174 | tocriminal9@pjn.gov.ar","Nombre: Dr. Ramirez, Fernando Ramon | Cargo: Presidente | Tel: Dr. Ramirez, Fernando Ramon | Email:  | Teléfono: 4371-2165/9174 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Dieta de Herrero, Ana | Cargo: Vocal | Tel: Dra. Dieta de Herrero, Ana | Email:  | Teléfono: 4813-4663/6291 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Luis Roberto José, Salas | Cargo: Juez Subrogante | Tel: Dr. Luis Roberto José, Salas | Email:  | Teléfono: 4371-2003/9966 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Vega, Ana Laura | Cargo: Secretario | Tel: Dra. Vega, Ana Laura | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Contratado; Nombre: Dr. Corallo, Tomas | Cargo: Secretario | Tel: Dr. Corallo, Tomas | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Interino; Nombre: Dra. Ghirardelli, Maria Gabriela | Cargo: Secretario | Tel: Dra. Ghirardelli, Maria Gabriela | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Interino; Nombre: Dr. Salas, Luis Roberto José | Cargo: Vocal | Tel: Dr. Salas, Luis Roberto José | Email:  | Teléfono: 4371-2003/9966 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo"
3,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONALL NRO. 10 DE LA CAP.FEDERAL,"Talcahuano 550, 6º Piso Puerta 6084 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4375-0883/4371-0705/4371-0750/4372-2256 | tocriminal10@pjn.gov.ar","Nombre: Dr. Noceti Achával, Alejandro | Cargo: Presidente | Tel: Dr. Noceti Achával, Alejandro | Email:  | Teléfono: 4375-0883/4371-0750 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Iriart, Silvina Patricia | Cargo: Secretario | Tel: Dra. Iriart, Silvina Patricia | Email:  | Teléfono: 4375-0882/0705 | Email:  | Cargo: Secretario de Cámara | Situación: Interino"
