tribunal_id,nombre,domicilio_sede,contacto,jurisdiccion_id,fuero
115,JUZGADO FEDERAL DE CALETA OLIVIA,,,1,Criminal y Correccional
116,JUZGADO FEDERAL DE CORDOBA 2,,,1,Criminal y Correccional
117,JUZGADO FEDERAL DE CORRIENTES 1,,,1,Criminal y Correccional
118,JUZGADO FEDERAL DE DOLORES,,,1,Criminal y Correccional
119,JUZGADO FEDERAL DE FORMOSA 2,,,1,Criminal y Correccional
120,JUZGADO FEDERAL DE GOYA,,,1,Criminal y Correccional
121,JUZGADO FEDERAL DE MAR DEL PLATA 1,,,1,Criminal y Correccional
122,JUZGADO FEDERAL DE NEUQUEN 2,,,1,Criminal y Correccional
123,JUZGADO FEDERAL DE PARANA 1,,,1,Criminal y Correccional
124,JUZGADO FEDERAL DE PRESIDENCIA ROQUE SAENZ PENA,,,1,Criminal y Correccional
125,JUZGADO FEDERAL DE PUERTO IGUAZU,,,1,Criminal y Correccional
126,JUZGADO FEDERAL DE QUILMES,,,1,Criminal y Correccional
127,JUZGADO FEDERAL DE RAWSON 2,,,1,Criminal y Correccional
128,JUZGADO FEDERAL DE RESISTENCIA 1,,,1,Criminal y Correccional
129,JUZGADO FEDERAL DE RIO CUARTO,,,1,Criminal y Correccional
130,JUZGADO FEDERAL DE RIO GALLEGOS,,,1,Criminal y Correccional
131,JUZGADO FEDERAL DE ROSARIO 3,,,1,Criminal y Correccional
132,JUZGADO FEDERAL DE SALTA 1,,,1,Criminal y Correccional
133,JUZGADO FEDERAL DE TUCUMAN 1,,,1,Criminal y Correccional
134,JUZGADO FEDERAL DE TUCUMAN 2,,,1,Criminal y Correccional
135,JUZGADO FEDERAL EN LO CRIM. Y CORR. DE MORON 2,,,1,Criminal y Correccional
136,JUZGADO FEDERAL EN LO CRIM. Y CORR. DE SAN ISIDRO 1,,,2,Criminal y Correccional
137,JUZGADO FEDERAL EN LO CRIM. Y CORR. DE SAN MARTIN 1,,,1,Criminal y Correccional
138,JUZGADO FEDERAL EN LO CRIMINAL Y CORRECCIONAL DE POSADAS,,,1,Criminal y Correccional
139,JUZGADO PENAL ECONOMICO 1,"Av. De Los Inmigrantes 1950, 3° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6122/25",Email: jnpenalec1@pjn.gov.ar,1,Penal Económico
140,JUZGADO PENAL ECONOMICO 10,"Sarmiento 1118, 3° Piso (C1041AAX), Ciudad Autónoma de Buenos Aires, 4124-7079/7078/7075",Email: jnpenaleconomico10@pjn.gov.ar,1,Penal Económico
141,JUZGADO PENAL ECONOMICO 11,"Sarmiento 1118, 3° Piso (C1041AAX), Ciudad Autónoma de Buenos Aires",Tel: 4124-7089 | Email: jnpenaleconomico11@pjn.gov.ar,1,Penal Económico
142,JUZGADO PENAL ECONOMICO 2,"Av. De Los Inmigrantes 1950, 2º Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6455/6458",Email: jnpenalec2@pjn.gov.ar,1,Penal Económico
143,JUZGADO PENAL ECONOMICO 3,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6522/6529",Email: jnpenalec3@pjn.gov.ar,1,Penal Económico
144,JUZGADO PENAL ECONOMICO 4,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6130/6133",Email: jnpenalec4@pjn.gov.ar,1,Penal Económico
145,JUZGADO PENAL ECONOMICO 5,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6138 / 4130-6141",Email: jnpenalec5@pjn.gov.ar,1,Penal Económico
146,JUZGADO PENAL ECONOMICO 6,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6146/6149",Email: jnpenalec6@pjn.gov.ar,1,Penal Económico
147,JUZGADO PENAL ECONOMICO 7,"Av. De Los Inmigrantes 1950, 2° piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6280/6283",Email: jnpenalec7@pjn.gov.ar,1,Penal Económico
148,JUZGADO PENAL ECONOMICO 8,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6288/6291",Email: jnpenalec8@pjn.gov.ar,1,Penal Económico
149,JUZGADO PENAL ECONOMICO 9,"Sarmiento 1118, 3° PISO (C1041AAX), Ciudad Autónoma de Buenos Aires",Tel: 4124-7070 | Email: jnpenaleconomico9@pjn.gov.ar,1,Penal Económico
150,SECRETARIA 1,"Av. De Los Inmigrantes 1950, 3° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6122,1,Penal Económico
151,SECRETARIA 10,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6138,1,Penal Económico
152,SECRETARIA 105,"Talcahuano 550, 3° P of. 3075 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-0861 / 3816",Email: jncrimcorr1.sec105@pjn.gov.ar,2,Criminal y Correccional
153,SECRETARIA 106,"Talcahuano 550, 5° P of. 5142 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4373-1322 / 4371–3903 / 4371-3944",Email: jncrimcorr42.sec106@pjn.gov.ar,2,Criminal y Correccional
154,SECRETARIA 107,"Talcahuano 550, 3° P 0f. 3070 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2975 / 6382",Email: jncrimcorr2.sec107@pjn.gov.ar,2,Criminal y Correccional
155,SECRETARIA 108,"Talcahuano 550, P° 5° of. 5103 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-6366 / 4371-4451",Email: jncrimcorr9.sec108@pjn.gov.ar,2,Criminal y Correccional
156,SECRETARIA 109,"Juncal 941, 2° P. (C1062ABG), Ciudad Autónoma de Buenos Aires, 4032-7203 /7205 /7198",Email: jncrimcorr43.sec109@pjn.gov.ar,2,Criminal y Correccional
157,SECRETARIA 11,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6146,1,Penal Económico
158,SECRETARIA 110,"Talcahuano 550, 5° P, Puerta 5079 (C1013AAL), Ciudad Autónoma de Buenos Aires, 11 4372 4679 / 11 4371 8207 y 11 4371 5363",Email: jninstruccion3.sec110@pjn.gov.ar,2,Criminal y Correccional
159,SECRETARIA 111,"Talcahuano 550, 7° Piso Of 7074 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-9513 / 1123621111",Email: jncrimcorr16.sec111@pjn.gov.ar,2,Criminal y Correccional
160,SECRETARIA 112,"Talcahuano 550, 5° P of. 5074 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2829 / 4371-7763 /4374-4107 / 4373-0548",Email: jncrimcorr41.sec112@pjn.gov.ar,2,Criminal y Correccional
161,SECRETARIA 113,"Talcahuano 550, 7° P 0f.7079 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4374-4368 / 4371-0503",Email: jncrimcorr4.sec113@pjn.gov.ar,2,Criminal y Correccional
162,SECRETARIA 114,"Lavalle 1171, P.B. (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124-0997 /9 /8 /6 /5 /4 /3 /2",Email: jncrimcorr32.sec114@pjn.gov.ar,2,Criminal y Correccional
163,SECRETARIA 115,"Comodoro Py 2002, P.B. (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7208 /09 /10 /11 /12",Email: jncrimcorr44.sec115@pjn.gov.ar,2,Criminal y Correccional
164,SECRETARIA 116,"Talcahuano 550, P° 6° of. 6007 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-3774 / 7461",Email: jncrimcorr5.sec116@pjn.gov.ar,2,Criminal y Correccional
165,SECRETARIA 117,"Talcahuano 550, 3° Oficina 3088 (C1013AAL), Ciudad Autónoma de Buenos Aires, (011) 4372-1126 / (011) 4371-1322 / (011) 4371-3964 (Fax 4371-3964)",Email: jncrimcorr34.sec117@pjn.gov.ar,2,Criminal y Correccional
166,SECRETARIA 118,"Talcahuano 550, P° 3° puertas 3089/3090 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 43713022 | Email: jncrimcorr6.sec118@pjn.gov.ar,2,Criminal y Correccional
167,SECRETARIA 119,"Talcahuano 550, 3° P of. 3115 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4374-2582 / 4371-9593",Email: jncrimcorr31.sec119@pjn.gov.ar,2,Criminal y Correccional
168,SECRETARIA 12,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6149,1,Penal Económico
169,SECRETARIA 120,"Talcahuano 550, 7° P of. 7048 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4372-7693 / 4373-6903",Email: jncrimcorr35.sec120@pjn.gov.ar,2,Criminal y Correccional
170,SECRETARIA 121,"Talcahuano 550, P° 5° of. 5119 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-6764 /6571",Email: jncrimcorr7.sec121@pjn.gov.ar,2,Criminal y Correccional
171,SECRETARIA 122,"Lavalle 1171, 2° Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-2108 /2102",Email: jncrimcorr45.sec122@pjn.gov.ar,2,Criminal y Correccional
172,SECRETARIA 123,"Talcahuano 550, P° 3° Oficina 3081 y 3128 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4372-1370 / 4371-6432 (Fax 4371-6432)",Email: jncrimcorr36.sec123@pjn.gov.ar,2,Criminal y Correccional
173,SECRETARIA 124,"Talcahuano 550, P° 3° Oficina 3076/3067 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 4371-3575 | Email: jncrimcorr27.sec124@pjn.gov.ar,2,Criminal y Correccional
174,SECRETARIA 125,"Talcahuano 550, P° 3° of. 3074 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2701 (Secretaría) 4371-6518 (Secretaría privada)",Email: jncrimcorr8.sec125@pjn.gov.ar,2,Criminal y Correccional
175,SECRETARIA 129,"Talcahuano 550, 7° P of. 7040 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4374-2767 / 4371-9413 (Fax 4371-9413)",Email: jncrimcorr37.sec129@pjn.gov.ar,2,Criminal y Correccional
176,SECRETARIA 13,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6280,1,Penal Económico
177,SECRETARIA 130,"Talcahuano 550, P 7° of. 7042 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 4371-0737 | Email: jncrimcorr10.sec130@pjn.gov.ar.,2,Criminal y Correccional
178,SECRETARIA 131,"Talcahuano 550, 7° P of. 7047 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4373-6969 / 4371-6676 / 4372-2655",Email: jncrimcorr24.sec131@pjn.gov.ar,2,Criminal y Correccional
179,SECRETARIA 132,"Talcahuano 550, 5° P of. 5051 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2141 / 4371-7659 / 4373-4715 (Fax 4373-4715)",Email: jncrimcorr38.sec132@pjn.gov.ar,2,Criminal y Correccional
180,SECRETARIA 133,"Talcahuano 550, 5° P of. 5055 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 4373-8101 | Email: jncrimcorr11.sec133@pjn.gov.ar,2,Criminal y Correccional
181,SECRETARIA 134,"Talcahuano 550, 8° P of. 8001, 8002, 8003 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-0479 (Fax 4371-0479)",Email: jncrimcorr46.sec134@pjn.gov.ar,2,Criminal y Correccional
182,SECRETARIA 135,"Lavalle 1171, P.B. (C1048AAC), Ciudad Autónoma de Buenos Aires, 43792195 / 43792196 / 43792197",Email: jncrimcorr39.sec135@pjn.gov.ar,2,Criminal y Correccional
183,SECRETARIA 136,"Talcahuano 550, 5° P of. 5105 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4373-0149 / 4371-6299",Email: jncrimcorr47.sec136@pjn.gov.ar,2,Criminal y Correccional
184,SECRETARIA 137,"Talcahuano 550, P° 5° of. 5019 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-6850 / 4372-8360",Email: jncrimcorr12.sec137@pjn.gov.ar,2,Criminal y Correccional
185,SECRETARIA 139,"Talcahuano 550, 5° P of. 5086 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-2161 / 4373-5997",Email: jncrimcorr40.sec139@pjn.gov.ar.,2,Criminal y Correccional
186,SECRETARIA 14,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6283,1,Penal Económico
187,SECRETARIA 140,"Talcahuano 550, 5° P of. 5128 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 4371-4247 | Email: jninstruccion13.sec140@pjn.gov.ar,2,Criminal y Correccional
188,SECRETARIA 142,"Talcahuano 550, 5° P of. 5093 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4374-1550 / 4374-7534/ 4373-4648",Email: jncrimcorr28.sec142@pjn.gov.ar,2,Criminal y Correccional
189,SECRETARIA 143,"Talcahuano 550, 5° P of. 5050 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4374-7344/ 7451",Email: jncrimcorr14.sec143@pjn.gov.ar,2,Criminal y Correccional
190,SECRETARIA 145,"Lavalle 1171, P.B. (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-2154 (Fax 4379-2157)",Email: jncrimcorr48.sec145@pjn.gov.ar,2,Criminal y Correccional
191,SECRETARIA 146,"Talcahuano 550, 5° P of. 5044 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 4371-9970 | Email: jncrimcorr15.sec146@pjn.gov.ar,2,Criminal y Correccional
192,SECRETARIA 148,"Talcahuano 550, 7° P of. 7060 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 43745452 | Email: jncrimcorr22.sec148@pjn.gov.ar,2,Criminal y Correccional
193,SECRETARIA 15,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6287,1,Penal Económico
194,SECRETARIA 152,"Talcahuano 550, 5° P of. 5125 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-7405 / 6923",Email: jncrimcorr29.sec152@pjn.gov.ar,2,Criminal y Correccional
195,SECRETARIA 153,"Talcahuano 550, 5° P of. 5029 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-7498 /6790 /7520",Email: jncrimcorr17.sec153@pjn.gov.ar,2,Criminal y Correccional
196,SECRETARIA 155,"Talcahuano 550, 5° P of. 5138 (C1013AAL), Ciudad Autónoma de Buenos Aires, 43721546 / 43718164 / 43749015",Email: jncrimcorr26.sec155@pjn.gov.ar,2,Criminal y Correccional
197,SECRETARIA 156,"Talcahuano 550, 5° P of. 5145 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-0564 / 4371-4229",Email: jncrimcorr18.sec156@pjn.gov.ar,2,Criminal y Correccional
198,SECRETARIA 158,"Talcahuano 550, 5º P Of. 5023 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4372-8434 Mesa de Entradas / 15-4190-8741",Email: jncrimcorr23.sec158@pjn.gov.ar,2,Criminal y Correccional
199,SECRETARIA 159,"Talcahuano 550, 5° P of. 5004 (C1013AAL), Ciudad Autónoma de Buenos Aires, 43721741 / 43733312",Email: jncrimcorr19.sec159@pjn.gov.ar,2,Criminal y Correccional
200,SECRETARIA 16,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6291,1,Penal Económico
201,SECRETARIA 161,"Talcahuano 550, 5° P of. 5006 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4372-0327 / 4678 / 4374-9220",Email: jncrimcorr25.sec161@pjn.gov.ar,2,Criminal y Correccional
202,SECRETARIA 162,"Talcahuano 550, 5° P of. 5148 (C1013AAL), Ciudad Autónoma de Buenos Aires",Tel: 11-4372-2229 | Email: jncrimcorr20.sec162@pjn.gov.ar,2,Criminal y Correccional
203,SECRETARIA 164,"Talcahuano 550, P 7° of. 7074 (C1013AAL), Ciudad Autónoma de Buenos Aires, 43717496 / 43733740 / 43724324 (Fax 43724279)",Email: jncrimcorr30.sec164@pjn.gov.ar,2,Criminal y Correccional
204,SECRETARIA 165,"Talcahuano 550, 5° P of. 5131 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-3155 / 4373-6082",Email: jncrimcorr21.sec165@pjn.gov.ar,2,Criminal y Correccional
205,SECRETARIA 169,"Lavalle 1171, 5° P (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-2160 / 02",Email: jncrimcorr49.sec169@pjn.gov.ar,2,Criminal y Correccional
206,SECRETARIA 17,,,1,Penal Económico
207,SECRETARIA 170,"Talcahuano 550, 5° P of. 5108 (C1013AAL), Ciudad Autónoma de Buenos Aires, 43714599 /6815",Email: jncrimcorr33.sec170@pjn.gov.ar,2,Criminal y Correccional
208,SECRETARIA 18,,,1,Penal Económico
209,SECRETARIA 19,,,1,Penal Económico
210,SECRETARIA 2,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6123,1,Penal Económico
211,SECRETARIA 20,,Email: jnpenaleconomico10.sec20@pjn.gov.ar,1,Penal Económico
212,SECRETARIA 207,"Lavalle 1171, 7° P contrafrente (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-2142 / 4124-0978 / 4124-0913",Email: jncrimcorr49.sec207@pjn.gov.ar,2,Criminal y Correccional
213,SECRETARIA 21,,,1,Penal Económico
214,SECRETARIA 22,,,1,Penal Económico
215,SECRETARIA 23,"Comodoro Py 2002, 4 (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7191/2/3",Email: jncrimcorrfed12.sec23@pjn.gov.ar,1,Criminal y Correccional
216,SECRETARIA 24,"Comodoro Py 2002, 4 (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7194/7196",Email: jncrimcorrfed12.sec24@pjn.gov.ar,1,Criminal y Correccional
217,SECRETARIA 3,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6455,1,Penal Económico
218,SECRETARIA 4,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6458,1,Penal Económico
219,SECRETARIA 5,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6526/6529",,1,Penal Económico
220,SECRETARIA 51,"Lavalle 1638, 3° P. (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8062 / 2205 8032 (Fax 4374-4755)",Email: jncrimcorr50.sec51@pjn.gov.ar,2,Criminal y Correccional
221,SECRETARIA 55,"Lavalle 1638, 3° P (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8026/8083",Email: jncrimcorr55.sec55@pjn.gov.ar,2,Criminal y Correccional
222,SECRETARIA 56,"Lavalle 1638, 5° P., mitad de pasillo (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8050 /8052 /8039 / 4374-8920 /8905",Email: jncrimcorr56.sec56@pjn.gov.ar,2,Criminal y Correccional
223,SECRETARIA 58,"Lavalle 1638, 4° P. (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8044 / 8046 (mesa de entradas) 2205-8054 /8055 /56 (secretaria) (Fax 4374-8695)",Email: jncrimcorr51.sec58@pjn.gov.ar,2,Criminal y Correccional
224,SECRETARIA 6,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6526/6529",,1,Penal Económico
225,SECRETARIA 60,"Lavalle 1638, 1° P (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8006 / 8007 / 8008 (Fax 4374-1672)",Email: jncrimcorr52.sec60@pjn.gov.ar,2,Criminal y Correccional
226,SECRETARIA 61,"Lavalle 1638, 2° P (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8017 int. 58017 - 2205-8001 int. 58001 (ex Sec. 63)",Email: jncrimcorr57.sec61@pjn.gov.ar,2,Criminal y Correccional
227,SECRETARIA 64,"Juncal 941, 3° P. (C1062ABG), Ciudad Autónoma de Buenos Aires, 4322-1346 / 4327-0694 /0253 / 4328-9892 (Fax 4327-0694)",Email: jncrimcorr58.sec64@pjn.gov.ar,2,Criminal y Correccional
228,SECRETARIA 66,"Juncal 941, 1° P. (C1062ABG), Ciudad Autónoma de Buenos Aires, 4327-0626 -mesa de entradas- y 4327-0907",Email: jncrimcorr53.sec66@pjn.gov.ar,2,Criminal y Correccional
229,SECRETARIA 7,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6130/6133",,1,Penal Económico
230,SECRETARIA 71,"Av. De Los Inmigrantes 1950, 3° P Puerta 330 (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6332 /33 /23 /25 /6211 Cel: 117020-2460",Email: jncrimcorr60.sec71@pjn.gov.ar,2,Criminal y Correccional
231,SECRETARIA 73,"Lavalle 1638, 7° P (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8058 y 2205-8074 /75 /76 /66 /82",Email: jncrimcorr54.sec73@pjn.gov.ar / jncrimcorr54@pjn.gov.ar,2,Criminal y Correccional
232,SECRETARIA 74,"Lavalle 1638, 6° y 7° P. (C1048AAN), Ciudad Autónoma de Buenos Aires, 2205-8069 /70 /71 /72 /77 /78 /79 /80",Email: jncrimcorr59.sec74@pjn.gov.ar,2,Criminal y Correccional
233,SECRETARIA 77,"Av. De Los Inmigrantes 1950, 3° P Puerta 311 (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6329 /6330 /6331 /6349 / 6346",Email: jncrimcorr61.sec77@pjn.gov.ar,2,Criminal y Correccional
234,SECRETARIA 79,"Av. De Los Inmigrantes 1950, 3° P oficina 356/358/346 (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6337 /6338 /6339 /6538 /6535",Email: jncrimcorr62.sec79@pjn.gov.ar,2,Criminal y Correccional
235,SECRETARIA 8,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6130/6133",,1,Penal Económico
236,SECRETARIA 81,"Av. De Los Inmigrantes 1950, 3° P Puerta 336 (C1104ADO), Ciudad Autónoma de Buenos Aires, 4130-6343 / 6351",Email: jncrimcorr63.sec81@pjn.gov.ar,2,Criminal y Correccional
237,SECRETARIA 9,"Av. De Los Inmigrantes 1950, 2° Piso (C1104ADO), Ciudad Autónoma de Buenos Aires",Tel: 4130-6141,1,Penal Económico
238,SECRETARIA DE JURISPRUDENCIA,"Comodoro Py 2002, 9º (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7379/80 (Fax 4032-7384)",Email: cfcasacionpenal.jurisprudencia@pjn.gov.ar,1,Casación Penal
239,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,"Comodoro Py 2002, 1º piso (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7244/7245",Email: tocrimfed1@pjn.gov.ar,1,Criminal y Correccional
240,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1 DE SAN MARTIN,,,1,Criminal y Correccional
241,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,"Comodoro Py 2002, 1º piso (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7254/7255",Email: tocrimfed2@pjn.gov.ar,1,Criminal y Correccional
242,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,"Comodoro Py 2002, 7º Piso (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7264/7464/7263",Email: tocrimfed3@pjn.gov.ar,1,Criminal y Correccional
243,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4,"Comodoro Py 2002, 6º Piso (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7272 / 7273",Email: tocrimfed4@pjn.gov.ar,1,Criminal y Correccional
244,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,"Comodoro Py 2002, piso 6 (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7282/7831",Email: tocrimfed5@pjn.gov.ar,1,Criminal y Correccional
245,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5 DE SAN MARTIN,,,1,Criminal y Correccional
246,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6,"Comodoro Py 2002, 6º Piso, Ala Rio (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7290/7291",Email: tocrimfed6@pjn.gov.ar,1,Criminal y Correccional
247,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,"Talcahuano 550, 6º Piso of. 6118 (C1013AAL), Ciudad Autónoma de Buenos Aires, (011) 4371-3955 / 4372-2705",Email: tocrimfed7@pjn.gov.ar,1,Criminal y Correccional
248,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 8,"Comodoro Py 2002 (C1104BEN), Ciudad Autónoma de Buenos Aires, 4032-7308/7309",Email: tocrimfed8@pjn.gov.ar,1,Criminal y Correccional
249,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL DE LA PLATA 1,,,1,Criminal y Correccional
250,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 1,"Talcahuano 550, 6º Piso Of. 6113 (C1013AAL), Ciudad Autónoma de Buenos Aires, 4371-0664/9966",Email: tocriminal1@pjn.gov.ar,2,Criminal y Correccional
251,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 10,,,1,Criminal y Correccional
252,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 11,"Lavalle 1171, 2º piso (C1048AAC), Ciudad Autónoma de Buenos Aires",Tel: 4379-0107 | Email: tocriminal11@pjn.gov.ar,2,Criminal y Correccional
253,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 12,"Lavalle 1171, 4º piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124-0961 al 65",Email: tocriminal12@pjn.gov.ar,2,Criminal y Correccional
254,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 13,"Lavalle 1171, 4º piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124-0949/53",Email: tocriminal13@pjn.gov.ar,2,Criminal y Correccional
255,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 14,"Lavalle 1171, 1º piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-2194/2094/2137",Email: tocriminal14@pjn.gov.ar,2,Criminal y Correccional
256,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 15,"Lavalle 1171, 8º Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124 0966 al 74",Email: tocriminal15@pjn.gov.ar,2,Criminal y Correccional
257,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 16,"Lavalle 1171, 8º Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124-0938 al 45",Email: tocriminal16@pjn.gov.ar,2,Criminal y Correccional
258,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 17,"Lavalle 1171, 7º Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4124-0976 4124-0986 al 91",Email: tocriminal17@pjn.gov.ar,2,Criminal y Correccional
259,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL 18,"Lavalle 1171, 6º Piso (C1048AAC), Ciudad Autónoma de Buenos Aires, 4379-0120 al 0124",Email: tocriminal18@pjn.gov.ar,2,Criminal y Correccional
